seller_id,items,late_pct,avg_delay_late,avg_review,revenue,state,quadrant,r_late,r_delay,r_review,r_vol,risk_score,risk_band
0417b067eeab773d2f7061a726dc477f,13,30.769,9.188,3.923,2501.75,SC,2_Fix_Immediately,0.308,0.055,0.269,0.282,24.231,Low
042573af89b6d931f672efaf789d8358,3,33.333,26.904,3.667,478.57,SP,3_Monitor,0.333,0.16,0.333,0.1,25.216,Medium
04308b1ee57b6625f47df1d56f00eedf,92,11.957,8.871,3.946,61940.62,SC,2_Fix_Immediately,0.12,0.053,0.264,0.556,22.951,Low
0432ead42b6c8a0bdf68154add917fdf,87,3.448,6.803,4.552,8754.4,SP,1_Strategic_Partner,0.034,0.041,0.112,0.548,15.779,Low
044668ccd5316b12a7cf0d54a156e3e9,4,0.0,0.0,5.0,191.35,SP,4_Maintain,0.0,0.0,0.0,0.133,2.654,Low
04843805947f0fc584fc1969b6e50fe7,2,100.0,0.659,5.0,1474.76,RS,3_Monitor,1.0,0.004,0.0,0.059,36.253,Medium
048c2757535328e0d7dac690ad3c0aae,50,14.0,10.839,4.245,10312.41,SP,2_Fix_Immediately,0.14,0.065,0.189,0.469,20.291,Low
04aa0a1c5ce6b222003403a3e11c3cc0,17,11.765,6.308,3.529,6339.51,SP,2_Fix_Immediately,0.118,0.038,0.368,0.318,20.424,Low
04aba03279157f6d4e0fe8ccaf21963c,15,6.667,22.548,4.533,2735.23,RJ,1_Strategic_Partner,0.067,0.134,0.117,0.301,13.961,Low
04e38a233f726ef161074ab1c9b0399a,24,12.5,7.371,4.167,1347.27,SP,2_Fix_Immediately,0.125,0.044,0.208,0.366,17.777,Low
04ee0ec01589969663ba5967c0e0bdc0,1,0.0,0.0,5.0,314.32,RS,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
04fdea0c111866e6cf812f1570d6b5bd,8,12.5,8.728,3.5,1038.35,SP,2_Fix_Immediately,0.125,0.052,0.375,0.218,19.147,Low
0509040ea3fe50071181bbc359eb7738,96,6.25,3.02,4.495,5099.25,MG,1_Strategic_Partner,0.062,0.018,0.126,0.562,16.946,Low
052577151711aec5c744fe12e66db3e1,1,0.0,0.0,5.0,729.65,SC,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
054694fa03fe82cec4b7551487331d74,21,28.571,35.744,3.286,8946.34,SP,2_Fix_Immediately,0.286,0.213,0.429,0.347,31.921,Medium
056b4ada5bbc2c50cc7842547dda6b51,65,10.769,22.874,4.156,13485.79,RJ,2_Fix_Immediately,0.108,0.136,0.211,0.506,21.896,Low
0570350b23eda5444f8d1d9544932058,11,0.0,0.0,5.0,751.76,SP,1_Strategic_Partner,0.0,0.0,0.0,0.259,5.189,Low
05730013efda596306417c3b09302475,4,0.0,0.0,5.0,1168.67,SC,4_Maintain,0.0,0.0,0.0,0.133,2.654,Low
058cb5aeb36d7c0fcae20fc85d5e0a59,12,8.333,9.893,3.583,1983.82,RJ,2_Fix_Immediately,0.083,0.059,0.354,0.271,18.371,Low
058fd0aa2bfdb2274e05e1ae971dabb6,63,7.937,10.646,4.381,8428.78,SP,1_Strategic_Partner,0.079,0.063,0.155,0.502,17.953,Low
05a48cc8859962767935ab9087417fbb,1,0.0,0.0,5.0,59.39,SP,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
05a940b4ecae36cadfd8e93bd9c43257,9,0.0,0.0,4.222,864.1,GO,1_Strategic_Partner,0.0,0.0,0.194,0.233,9.522,Low
05aebce0b5c8f0d41b29b686f2d05fd3,2,50.0,0.519,5.0,120.88,SP,3_Monitor,0.5,0.003,0.0,0.059,18.736,Low
05ca864204d09595ae591b93ea9cf93d,1,100.0,0.556,5.0,188.42,SP,3_Monitor,1.0,0.003,0.0,0.0,35.066,Medium
05d2173d43ea568aa0540eba70d2ca76,66,6.061,18.523,4.0,7438.93,MG,1_Strategic_Partner,0.061,0.11,0.25,0.508,20.749,Low
05e107217c7266362fd44b75b2cd4cc4,8,50.0,0.815,4.125,275.39,SP,2_Fix_Immediately,0.5,0.005,0.219,0.218,27.422,Medium
05f51e13da97139648b8125c31e5f51b,60,15.0,9.392,4.25,14988.96,MG,2_Fix_Immediately,0.15,0.056,0.187,0.495,20.955,Low
05feb94f19d094d4b0f9281f0b1d4c99,6,0.0,0.0,4.5,10050.04,SP,4_Maintain,0.0,0.0,0.125,0.181,6.753,Low
05ff92fedb5be47920fea08e501238b9,60,5.0,10.112,4.283,22983.87,RS,1_Strategic_Partner,0.05,0.06,0.179,0.495,17.333,Low
062c325cd6a2b87845fab56b4ec2eeae,2,0.0,0.0,5.0,157.08,SP,4_Maintain,0.0,0.0,0.0,0.059,1.174,Low
062ce95fa2ad4dfaedfc79260130565f,59,3.39,14.93,4.017,8663.43,RS,1_Strategic_Partner,0.034,0.089,0.246,0.492,18.961,Low
06532f10282704ef4c69168b914b77be,8,0.0,0.0,4.625,10460.75,PR,1_Strategic_Partner,0.0,0.0,0.094,0.218,6.699,Low
06579cb253ecd5a3a12a9e6eb6bf8f47,70,15.714,6.688,3.843,6007.97,SP,2_Fix_Immediately,0.157,0.04,0.289,0.517,23.867,Low
066a6914e1ebf3ea95a216c73a986b91,72,4.167,44.07,3.972,10611.56,PR,1_Strategic_Partner,0.042,0.263,0.257,0.521,23.555,Low
0691148aee60ca47977c187804f935ae,53,3.774,38.669,3.991,7359.45,PR,1_Strategic_Partner,0.038,0.231,0.252,0.477,21.786,Low
0692610d8abe24f287e9fae90ea0bbee,4,25.0,2.689,4.0,205.72,SP,3_Monitor,0.25,0.016,0.25,0.133,17.974,Low
06a2c3af7b3aee5d69171b0e14f0ee87,402,23.632,7.014,4.023,48169.5,MA,2_Fix_Immediately,0.236,0.042,0.244,0.768,30.58,Medium
06bb3a2fe5e7b7a845b13e8fb91bd944,18,0.0,0.0,4.611,1862.33,MG,1_Strategic_Partner,0.0,0.0,0.097,0.326,8.95,Low
06df0c10d34e459d9672bc77388742eb,30,10.0,2.133,4.367,9595.77,PR,2_Fix_Immediately,0.1,0.013,0.158,0.397,15.65,Low
06e5eefc71ec47ae763c5c6f8db7064f,93,2.151,0.664,3.956,23800.32,RS,1_Strategic_Partner,0.022,0.004,0.261,0.557,18.506,Low
07017df32dc5f2f1d2801e579548d620,9,0.0,0.0,4.111,1128.24,PB,1_Strategic_Partner,0.0,0.0,0.222,0.233,10.216,Low
070d165398b553f3b4b851c216b8a358,38,13.158,9.176,3.541,4301.11,SP,2_Fix_Immediately,0.132,0.055,0.365,0.43,23.423,Low
0725b8c0f3f906e58f70cbe76b7c748c,36,19.444,2.649,3.653,2865.47,SP,2_Fix_Immediately,0.194,0.016,0.337,0.422,23.991,Low
0743a0239d764b9a0f959a57d07e36ab,4,0.0,0.0,4.75,403.22,SP,4_Maintain,0.0,0.0,0.062,0.133,4.216,Low
0747d5bb69f0586cc869d8af4c50f93e,13,7.692,7.488,3.846,504.24,RJ,1_Strategic_Partner,0.077,0.045,0.288,0.282,16.432,Low
0761743cbffb25d7148189e9f1a5f03a,7,0.0,0.0,4.286,327.4,SP,4_Maintain,0.0,0.0,0.179,0.201,8.479,Low
077c5fae4bea9500e3737b16f71b9d3a,6,0.0,0.0,4.667,177.24,SP,4_Maintain,0.0,0.0,0.083,0.181,5.711,Low
0791d9fc1e30678ecf03d3e55fa108d3,11,0.0,0.0,2.727,1028.99,MG,1_Strategic_Partner,0.0,0.0,0.568,0.259,19.393,Low
079d295dcbf06ee8bb1b65ba964eb2b6,10,0.0,0.0,4.8,540.09,SP,1_Strategic_Partner,0.0,0.0,0.05,0.247,6.187,Low
07a9bc7f61396b658ddf3ac534efe44c,1,0.0,0.0,3.5,135.49,SP,4_Maintain,0.0,0.0,0.375,0.0,9.375,Low
07bf9669d84d1f11be443a9dd938f698,24,0.0,0.0,3.25,2422.22,SP,1_Strategic_Partner,0.0,0.0,0.437,0.366,18.252,Low
07d75e33f2750d97d467fb57e4dfdd8a,2,0.0,0.0,2.5,759.59,SP,4_Maintain,0.0,0.0,0.625,0.059,16.799,Low
07de60b03d150fb3ea09eab5da5e4c8b,9,11.111,7.551,4.333,889.0,SP,2_Fix_Immediately,0.111,0.045,0.167,0.233,13.617,Low
07e8e8fc5222bb358e6f259da3197074,2,0.0,0.0,4.0,74.86,SP,4_Maintain,0.0,0.0,0.25,0.059,7.424,Low
080102cd0a76b09e0dcf55fcacc60e05,128,3.906,6.814,4.531,7773.48,MG,1_Strategic_Partner,0.039,0.041,0.117,0.603,17.176,Low
080199a181c46c657dc5aa235411be3b,83,2.41,17.818,4.61,15544.88,SP,1_Strategic_Partner,0.024,0.106,0.098,0.541,16.231,Low
08061dc0fc165ed41288cc7acde738ee,4,25.0,8.712,4.5,182.22,SP,3_Monitor,0.25,0.052,0.125,0.133,15.567,Low
08084d990eb3f53af056ccbc1730c8a7,12,0.0,0.0,4.455,606.79,SP,1_Strategic_Partner,0.0,0.0,0.136,0.271,8.83,Low
081acf3de680d554796c9cf041be7bc2,8,12.5,1.898,4.125,1802.8,MG,2_Fix_Immediately,0.125,0.011,0.219,0.218,14.426,Low
082e0bf4cb865a6533b1e8e498cc0255,23,13.043,7.221,3.304,3064.33,SP,2_Fix_Immediately,0.13,0.043,0.424,0.36,23.22,Low
085f6f7e049c996695fb2074fe38d45e,8,0.0,0.0,3.625,435.96,SP,1_Strategic_Partner,0.0,0.0,0.344,0.218,12.949,Low
08633c14ef2db992c11f840f04fad4cd,97,6.186,7.052,4.237,9068.82,SP,1_Strategic_Partner,0.062,0.042,0.191,0.564,19.044,Low
0873d9f8f36123f8d910f4760e788cfb,6,50.0,3.141,3.167,7426.65,SP,3_Monitor,0.5,0.019,0.458,0.181,32.961,Medium
0885aaf116795758dfeb5f1032487bcd,29,3.448,0.928,4.241,3072.14,SP,1_Strategic_Partner,0.034,0.006,0.19,0.392,13.901,Low
0887a9f087bcd5d9f6642b52f897fc6c,12,8.333,7.761,4.417,1862.35,SP,2_Fix_Immediately,0.083,0.046,0.146,0.271,12.909,Low
08ad4ac1388e4420ca531c3edfc46198,7,0.0,0.0,2.714,310.67,SP,4_Maintain,0.0,0.0,0.571,0.201,18.3,Low
08cdbae123ff67ca4e36d9d641ce0119,6,66.667,9.723,2.5,4195.46,MG,3_Monitor,0.667,0.058,0.625,0.181,43.746,Medium
08d0949a9a17c027262db1f3c450c26c,12,0.0,0.0,3.708,557.84,PR,1_Strategic_Partner,0.0,0.0,0.323,0.271,13.494,Low
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,0.0,0.0,5.0,605.57,MG,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
08d2d642cf72b622b14dde1d2f5eb2f5,20,15.0,1.375,4.45,1215.16,SP,2_Fix_Immediately,0.15,0.008,0.137,0.34,15.661,Low
08f5819815f3d06545011850bd70f0a8,3,0.0,0.0,4.667,522.83,SP,4_Maintain,0.0,0.0,0.083,0.1,4.091,Low
091065b789659bc3cd9af9cb3a6253ff,2,0.0,0.0,3.5,1444.37,RS,4_Maintain,0.0,0.0,0.375,0.059,10.549,Low
0936e1837d0c79253456bbb2ffaaef10,2,0.0,0.0,5.0,70.02,SP,4_Maintain,0.0,0.0,0.0,0.059,1.174,Low
093805f8f2aeb63881444571e1f48f30,27,3.704,7.624,3.815,1559.73,SP,1_Strategic_Partner,0.037,0.045,0.296,0.382,17.255,Low
094ced053e257ae8cae57205592d6712,19,0.0,0.0,4.053,1978.23,SP,1_Strategic_Partner,0.0,0.0,0.237,0.333,12.589,Low
0951a6e282947e09cd47969f4ed0b47f,7,0.0,0.0,4.857,580.32,SP,4_Maintain,0.0,0.0,0.036,0.201,4.907,Low
09883d9ab71c8fe8a9bfc7fc3075b07e,4,25.0,4.728,4.0,330.09,SP,3_Monitor,0.25,0.028,0.25,0.133,18.217,Low
099095b050cfe8eb1ddff5317587e96e,19,15.789,15.699,3.053,5705.93,SP,2_Fix_Immediately,0.158,0.094,0.487,0.333,26.238,Medium
09bad886111255c5b5030314fc7f1a4a,5,0.0,0.0,5.0,560.36,SP,4_Maintain,0.0,0.0,0.0,0.159,3.181,Low
09f952a5f58d2285b0372551ae8f9b01,56,5.357,23.019,3.875,13346.46,SP,1_Strategic_Partner,0.054,0.137,0.281,0.485,21.352,Low
0a198e95d32b1be2da9424c962a6ebfa,1,0.0,0.0,5.0,86.67,MG,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,0.0,0.0,5.0,484.8,SP,4_Maintain,0.0,0.0,0.0,0.059,1.174,Low
0a85ebe4e328db81ac9109781205e2f7,12,8.333,1.772,4.583,805.65,SP,2_Fix_Immediately,0.083,0.011,0.104,0.271,11.153,Low
0aa2205ca24f113f4658a5c536667426,11,0.0,0.0,2.818,988.1,SP,1_Strategic_Partner,0.0,0.0,0.545,0.259,18.825,Low
0ac4201fda2c68ebc0e47cb9423cf3c9,14,7.143,14.684,4.286,1910.87,SP,1_Strategic_Partner,0.071,0.088,0.179,0.292,14.55,Low
0ad80de75c811326389cfb1daba7d45e,6,0.0,0.0,5.0,1564.72,RJ,4_Maintain,0.0,0.0,0.0,0.181,3.628,Low
0adac9fbd9a2b63cccaac4f8756c1ca8,134,5.224,11.782,4.007,17955.5,SP,1_Strategic_Partner,0.052,0.07,0.248,0.61,21.635,Low
0ade5cc4a305ed7093a23f68ca47519c,2,0.0,0.0,5.0,201.27,PR,4_Maintain,0.0,0.0,0.0,0.059,1.174,Low
0aea4c6ae1505b3228ddf3dd7822ee5b,8,25.0,13.653,3.875,1579.66,SP,2_Fix_Immediately,0.25,0.081,0.281,0.218,21.765,Low
0af2ab31141893d26aca5a404a537dab,1,0.0,0.0,5.0,74.51,SP,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0af977692321d895349eded183341d28,2,0.0,0.0,4.5,277.22,SP,4_Maintain,0.0,0.0,0.125,0.059,4.299,Low
0afccdb8a34ee5c79f7c06faf2b4d56e,24,8.333,8.815,4.087,1557.09,MG,2_Fix_Immediately,0.083,0.053,0.228,0.366,16.989,Low
0b09101900100c0e9d312861fad5a1b9,1,0.0,0.0,4.0,168.36,SP,4_Maintain,0.0,0.0,0.25,0.0,6.25,Low
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,0.0,0.0,4.667,1550.64,SP,4_Maintain,0.0,0.0,0.083,0.1,4.091,Low
0b18d63d0cd1d723567903fd34a07df2,14,0.0,0.0,4.786,1944.03,SP,1_Strategic_Partner,0.0,0.0,0.054,0.292,7.174,Low
0b1ca3ef18a63d7eb0c8897fa0849c08,1,0.0,0.0,5.0,62.87,SP,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0b35c634521043bf4b47e21547b99ab5,77,11.688,24.164,3.526,14690.79,PR,2_Fix_Immediately,0.117,0.144,0.368,0.53,26.792,Medium
0b36063d5818f81ccb94b54adfaebbf5,15,0.0,0.0,5.0,783.0,SC,1_Strategic_Partner,0.0,0.0,0.0,0.301,6.022,Low
0b3f27369a4d8df98f7eb91077e438ac,2,0.0,0.0,4.0,171.39,SP,4_Maintain,0.0,0.0,0.25,0.059,7.424,Low
0b46f784306be7200ca1700aa55d819f,1,0.0,0.0,5.0,30.86,MG,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0b64bcdb0784abc139af04077d49a20e,4,0.0,0.0,4.75,205.81,RS,4_Maintain,0.0,0.0,0.062,0.133,4.216,Low
0b90b6df587eb83608a64ea8b390cf07,209,3.349,9.141,4.017,32090.94,PR,1_Strategic_Partner,0.033,0.055,0.246,0.674,21.885,Low
0bae85eb84b9fb3bd773911e89288d54,145,0.69,4.85,4.228,10340.56,SP,1_Strategic_Partner,0.007,0.029,0.193,0.621,18.072,Low
0bb27263628258b8111a0262769fa9db,1,0.0,0.0,5.0,33.16,SP,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0bb738e4d789e63e2267697c42d35a2d,29,3.448,9.836,4.621,2571.1,SP,1_Strategic_Partner,0.034,0.059,0.095,0.392,12.593,Low
0be8ff43f22e456b4e0371b2245e4d01,175,6.286,8.421,3.966,13844.49,SP,1_Strategic_Partner,0.063,0.05,0.259,0.648,22.635,Low
0bebbb2cea103a4a020c95d43fd7d754,9,0.0,0.0,4.889,1514.34,SP,1_Strategic_Partner,0.0,0.0,0.028,0.233,5.355,Low
0bf0150d5b9d60d9cd2906003332f085,62,19.355,11.953,3.712,6872.34,SP,2_Fix_Immediately,0.194,0.071,0.322,0.5,26.241,Medium
0bfd0b434243adc5c2e1aa6baf19c6aa,6,0.0,0.0,3.667,436.99,RJ,4_Maintain,0.0,0.0,0.333,0.181,11.961,Low
0c7533c71df861ec58ad7ff999ed0e8d,73,4.11,11.715,4.082,3863.51,SP,1_Strategic_Partner,0.041,0.07,0.229,0.523,19.029,Low
0c7f30ae9b147eca07affbef92832a6a,5,0.0,0.0,5.0,567.11,PR,4_Maintain,0.0,0.0,0.0,0.159,3.181,Low
0c8380b62e38e8a1e6adbeba7eb9688c,218,5.046,21.876,4.06,21300.74,MG,1_Strategic_Partner,0.05,0.13,0.235,0.68,23.848,Low
0cab2da43793a6f3c5ed8514c5f54627,3,0.0,0.0,5.0,366.9,PR,4_Maintain,0.0,0.0,0.0,0.1,2.007,Low
0cbcee27c791afa0cdcb08587a2013a8,39,10.256,6.763,4.0,5837.68,MG,2_Fix_Immediately,0.103,0.04,0.25,0.434,19.322,Low
0d33a55da925bbf1ff02af5f6059fc7f,24,4.167,5.781,4.5,932.91,SP,1_Strategic_Partner,0.042,0.034,0.125,0.366,12.587,Low
0d4c8269e7f0401201794deef160edd6,4,0.0,0.0,4.0,892.03,SP,4_Maintain,0.0,0.0,0.25,0.133,8.904,Low
0d83f8e03188682112cc0d93523705cc,8,50.0,20.752,2.75,820.57,RS,2_Fix_Immediately,0.5,0.124,0.562,0.218,38.393,Medium
0d85bbda9889ce1f7e63778d24f346eb,58,18.966,8.061,4.212,6469.7,MG,2_Fix_Immediately,0.19,0.048,0.197,0.49,22.328,Low
0daf5180aa44356f60f8effa533b55a2,2,50.0,0.071,5.0,183.63,GO,3_Monitor,0.5,0.0,0.0,0.059,18.683,Low
0db783cfcd3b73998abc6e10e59a102f,137,3.65,14.445,4.213,11076.55,SP,1_Strategic_Partner,0.036,0.086,0.197,0.613,20.179,Low
0dd184061fb0eaa7ca37932c68ab91c5,193,9.845,12.446,3.953,23766.42,SP,2_Fix_Immediately,0.098,0.074,0.262,0.662,24.721,Low
0ddefe3c7a032b91f4e25b9c3a08fca1,10,0.0,0.0,4.5,552.9,SP,1_Strategic_Partner,0.0,0.0,0.125,0.247,8.062,Low
0df3984f9dfb3d49ac6366acbd3bbb85,88,1.136,16.739,4.341,11374.54,MG,1_Strategic_Partner,0.011,0.1,0.165,0.55,17.505,Low
0dfbed20065e425d2eaefb101f9816c0,3,33.333,19.95,2.667,133.6,SP,3_Monitor,0.333,0.119,0.583,0.1,30.636,Medium
0e44d110fa6a54e121cb2c095a77762f,6,16.667,6.491,4.333,293.38,SP,3_Monitor,0.167,0.039,0.167,0.181,14.402,Low
0e72c1a751b496722a6cb1f10653b62a,3,0.0,0.0,4.667,192.1,SP,4_Maintain,0.0,0.0,0.083,0.1,4.091,Low
0e982cff76cc0579f632cea8a0e38c9d,7,0.0,0.0,4.143,1081.16,SC,4_Maintain,0.0,0.0,0.214,0.201,9.372,Low
0ea22c1cfbdc755f86b9b54b39c16043,265,1.509,5.011,4.343,14824.08,MG,1_Strategic_Partner,0.015,0.03,0.164,0.708,19.395,Low
0eaa7e33d73809f1f925f7d07c506cbd,15,0.0,0.0,4.714,1746.9,SP,1_Strategic_Partner,0.0,0.0,0.071,0.301,7.808,Low
0ebd97a106433a45a4aebe57c1799778,32,0.0,0.0,4.5,3661.68,MG,1_Strategic_Partner,0.0,0.0,0.125,0.406,11.243,Low
0ec28cec4046a4a199b6de9b4c891d97,4,0.0,0.0,5.0,352.64,GO,4_Maintain,0.0,0.0,0.0,0.133,2.654,Low
0ed6ce5d87fd9c69eaacaeb778d67235,42,14.286,10.058,4.39,2697.3,SP,2_Fix_Immediately,0.143,0.06,0.152,0.444,18.895,Low
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,0.0,0.0,5.0,70.93,SP,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0ef83d7d83ed97cd2a0049ac8be5f88a,55,1.818,11.742,4.241,5447.81,PR,1_Strategic_Partner,0.018,0.07,0.19,0.482,16.432,Low
0f0c984a4a955310903b6b6008660bad,4,25.0,0.784,3.75,481.38,SP,3_Monitor,0.25,0.005,0.312,0.133,19.309,Low
0f519b0d2e5eb2227c93dd25038bfc01,1,0.0,0.0,5.0,102.9,SP,4_Maintain,0.0,0.0,0.0,0.0,0.0,Low
0f7eea709efdf942b5f95c7516dbacd7,3,0.0,0.0,4.0,240.06,SP,4_Maintain,0.0,0.0,0.25,0.1,8.257,Low
0f80a40c312b2472dca482cf50f5186f,1,0.0,0.0,3.0,150.0,SP,4_Maintain,0.0,0.0,0.5,0.0,12.5,Low
